Address,FullName,Count
"1023 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1023 TOPPING ST, ST PAUL, MN, 55103",1,800.0
"1023 VANBUREN AVE, ST PAUL, MN, 55104",3,800.0
"1024 ASHLAND AVE, ST PAUL, MN, 55104",3,800.0
"1024 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1024 DAYTON AVE, ST PAUL, MN, 55104",5,800.0
"1024 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1024 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1024 LAUREL AVE, ST PAUL, MN, 55104",4,800.0
"1024 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1024 STINSON ST, ST PAUL, MN, 55103",5,800.0
"1024 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1025 ASHLAND AVE, ST PAUL, MN, 55104",5,800.0
"1025 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1025 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1025 EDMUND AVE, ST PAUL, MN, 55104",7,800.0
"1025 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1025 FULLER AVE, ST PAUL, MN, 55104",1,800.0
"1025 PORTLAND AVE, ST PAUL, MN, 55104",4,800.0
"1025 ST ANTHONY AVE, ST PAUL, MN, 55104",3,800.0
"1025 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1026 AURORA AVE, ST PAUL, MN, 55104",4,800.0
"1026 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1026 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1026 CARROLL AVE, ST PAUL, MN, 55104",1,800.0
"1026 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1026 FULLER AVE, ST PAUL, MN, 55104",1,800.0
"1026 IGLEHART AVE, ST PAUL, MN, 55104",3,800.0
"1026 MARSHALL AVE, ST PAUL, MN, 55104",1,800.0
"1026 MINNEHAHA AVE W, ST PAUL, MN, 55104",3,800.0
"1026 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1026 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1027 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1027 CHARLES AVE, ST PAUL, MN, 55104",3,800.0
"1027 DAYTON AVE, ST PAUL, MN, 55104",4,800.0
"1027 FULLER AVE, ST PAUL, MN, 55104",1,800.0
"1027 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1027 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1027 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1027 ST ANTHONY AVE, ST PAUL, MN, 55104",1,800.0
"1027 SUMMIT AVE, ST PAUL, MN, 55105",1,800.0
"1027 TOPPING ST, ST PAUL, MN, 55103",2,800.0
"1028 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1028 AURORA AVE, ST PAUL, MN, 55104",3,800.0
"1028 CARROLL AVE, ST PAUL, MN, 55104",1,800.0
"1028 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1028 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1028 STINSON ST, ST PAUL, MN, 55103",3,800.0
"1028 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1029 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1029 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1029 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1029 FULLER AVE, ST PAUL, MN, 55104",1,800.0
"1029 IGLEHART AVE, ST PAUL, MN, 55104",1,800.0
"1029 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1029 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"103 ATWATER ST, ST PAUL, MN, 55117",1,800.0
"103 SYCAMORE ST W, ST PAUL, MN, 55117",1,800.0
"103 VICTORIA ST N, ST PAUL, MN, 55104",3,800.0
"1030 CARROLL AVE, ST PAUL, MN, 55104",2,800.0
"1030 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1030 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1030 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1030 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1030 IGLEHART AVE, ST PAUL, MN, 55104",4,800.0
"1030 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1030 TOPPING ST, ST PAUL, MN, 55103",2,800.0
"1030 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1031 CARROLL AVE, ST PAUL, MN, 55104",2,800.0
"1031 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1031 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1031 FULLER AVE, ST PAUL, MN, 55104",1,800.0
"1031 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1031 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1031 TOPPING ST, ST PAUL, MN, 55103",2,800.0
"1032 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1032 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1032 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1032 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1032 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1032 CONCORDIA AVE, ST PAUL, MN, 55104",1,800.0
"1032 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1032 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1032 THOMAS AVE, ST PAUL, MN, 55104",3,800.0
"1033 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1033 BLAIR AVE, ST PAUL, MN, 55104",7,800.0
"1033 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1033 IGLEHART AVE, ST PAUL, MN, 55104",1,800.0
"1033 PORTLAND AVE, ST PAUL, MN, 55104",4,800.0
"1033 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1033 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1033 ST ANTHONY AVE, ST PAUL, MN, 55104",2,800.0
"1033 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1034 AURORA AVE, ST PAUL, MN, 55104",1,800.0
"1034 CARROLL AVE, ST PAUL, MN, 55104",2,800.0
"1034 DAYTON AVE, ST PAUL, MN, 55104",6,800.0
"1034 EDMUND AVE, ST PAUL, MN, 55104",3,800.0
"1034 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1034 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1034 IGLEHART AVE, ST PAUL, MN, 55104",1,800.0
"1034 LAFOND AVE, ST PAUL, MN, 55104",17,800.0
"1034 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1034 UPPR DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1035 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1035 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1035 FULLER AVE, ST PAUL, MN, 55104",2,800.0
"1035 LAFOND AVE, ST PAUL, MN, 55104",3,800.0
"1035 MARSHALL AVE, ST PAUL, MN, 55104",2,800.0
"1035 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1035 SUMMIT AVE, ST PAUL, MN, 55105",25,800.0
"1036 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1036 BURGESS ST, ST PAUL, MN, 55103",3,800.0
"1036 CARROLL AVE, ST PAUL, MN, 55104",1,800.0
"1036 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1036 EDMUND AVE, ST PAUL, MN, 55104",4,800.0
"1036 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1036 MINNEHAHA AVE W, ST PAUL, MN, 55104",4,800.0
"1036 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1036 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1036 TOPPING ST, ST PAUL, MN, 55103",2,800.0
"1036 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1037 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1037 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1037 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1037 IGLEHART AVE, ST PAUL, MN, 55104",5,800.0
"1037 MARSHALL AVE, ST PAUL, MN, 55104",4,800.0
"1037 PORTLAND AVE, ST PAUL, MN, 55104",1,800.0
"1037 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1037 ST ANTHONY AVE, ST PAUL, MN, 55104",6,800.0
"1037 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1037 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1038 BLAIR AVE, ST PAUL, MN, 55104",4,800.0
"1038 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1038 FRONT AVE, ST PAUL, MN, 55103",1,800.0
"1038 STINSON ST, ST PAUL, MN, 55103",4,800.0
"1039 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1039 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1039 CARROLL AVE, ST PAUL, MN, 55104",1,800.0
"1039 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1039 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1039 STINSON ST, ST PAUL, MN, 55103",2,800.0
"104 ATWATER ST, ST PAUL, MN, 55117",1,800.0
"104 LITCHFIELD ST, ST PAUL, MN, 55117",1,800.0
"104 SNELLING AVE N, ST PAUL, MN, 55104",3,800.0
"104 WINNIPEG AVE, ST PAUL, MN, 55117",3,800.0
"1040 AURORA AVE, ST PAUL, MN, 55104",1,800.0
"1040 FULLER AVE, ST PAUL, MN, 55104",2,800.0
"1040 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1040 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1040 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1040 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1040 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1041 1/2 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1041 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1041 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1042 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1042 CHARLES AVE, ST PAUL, MN, 55104",1,800.0
"1042 DAYTON AVE, ST PAUL, MN, 55104",8,800.0
"1042 EDMUND AVE, ST PAUL, MN, 55104",3,800.0
"1042 HAGUE AVE, ST PAUL, MN, 55104",6,800.0
"1042 THOMAS AVE, ST PAUL, MN, 55104",3,800.0
"1043 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1043 BURGESS ST, ST PAUL, MN, 55103",4,800.0
"1043 CHARLES AVE, ST PAUL, MN, 55104",5,800.0
"1043 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1043 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1043 ENGLEWOOD AVE, ST PAUL, MN, 55104",3,800.0
"1043 FULLER AVE, ST PAUL, MN, 55104",2,800.0
"1043 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1043 LAFOND AVE, ST PAUL, MN, 55104",3,800.0
"1043 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1043 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1043 SHERBURNE AVE, ST PAUL, MN, 55104",3,800.0
"1044 FULLER AVE, ST PAUL, MN, 55104",2,800.0
"1044 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1044 MARSHALL AVE, ST PAUL, MN, 55104",1,800.0
"1044 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1044 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1045 CHARLES AVE, ST PAUL, MN, 55104",1,800.0
"1045 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1045 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1045 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1045 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1045 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1046 BURGESS ST, ST PAUL, MN, 55103",3,800.0
"1046 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1046 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1046 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1046 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1046 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1046 THOMAS AVE, ST PAUL, MN, 55104",4,800.0
"1046 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1047 CENTRAL AVE W, ST PAUL, MN, 55104",4,800.0
"1047 CHARLES AVE, ST PAUL, MN, 55104",3,800.0
"1047 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1047 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1047 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1047 FULLER AVE, ST PAUL, MN, 55104",2,800.0
"1047 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1047 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1047 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1047 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1047 THOMAS AVE, ST PAUL, MN, 55104",4,800.0
"1048 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1048 CHARLES AVE, ST PAUL, MN, 55104",1,800.0
"1048 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1048 MARSHALL AVE, ST PAUL, MN, 55104",1,800.0
"1048 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1048 SHERBURNE AVE, ST PAUL, MN, 55104",3,800.0
"1048 THOMAS AVE, ST PAUL, MN, 55104",6,800.0
"1049 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1049 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1049 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1049 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1049 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"105 ATWATER ST, ST PAUL, MN, 55117",1,800.0
"105 UNIVERSITY AVE W, ST PAUL, MN, 55103",2,800.0
"1050 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1050 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1050 EDMUND AVE, ST PAUL, MN, 55104",3,800.0
"1050 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1050 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1050 MINNEHAHA AVE W, ST PAUL, MN, 55104",3,800.0
"1050 SELBY AVE, ST PAUL, MN, 55104",5,800.0
"1050 SEMINARY AVE, ST PAUL, MN, 55104",5,800.0
"1050 SHERBURNE AVE, ST PAUL, MN, 55104",4,800.0
"1050 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1051 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1051 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1051 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
